"Grant_Application_ID"	"RFCD_Code"	"RFCD_Percentage"	"SEO_Code"	"SEO_Percentage"	"Person_ID"	"Role"	"Year_of_Birth"	"Country_of_Birth"	"Home_Language"	"Dept_No"	"Faculty_No"	"With_PHD"	"No_of_Years_in_Uni_at_Time_of_Grant"	"Number_of_Successful_Grant"	"Number_of_Unsuccessful_Grant"	"A2"	"A"	"B"	"C"	"Grant_Status"	"Sponsor_Code"	"Contract_Value_Band"	"Grant_Category_Code"
3954	""	""	"SEO730101"	30	77277	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2523"	"Faculty25"	""	"Duration0to5"	0	0	0	5	2	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3954	""	""	"SEO730108"	30	30017	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2893"	"Faculty25"	""	"Duration5to10"	1	3	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3955	""	""	"SEO730219"	20	297202	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	0	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3955	"RFCD321216"	100	"SEO730106"	20	34177	"CHIEF_INVESTIGATOR"	"1960"	"NorthAmerica"	""	"Dept2523"	"Faculty25"	""	"Duration0to5"	0	5	2	2	0	16	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3956	"RFCD270106"	100	"SEO730107"	100	9227	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept1258"	"Faculty34"	"Yes"	"Duration0to5"	0	4	0	3	4	4	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3957	"RFCD321010"	100	"SEO730101"	50	137507	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2763"	"Faculty25"	""	"Duration0to5"	0	2	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3958	"RFCD321010"	100	"SEO730101"	40	75127	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2628"	"Faculty25"	"Yes"	"Duration5to10"	1	2	4	2	1	3	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3959	""	""	"SEO730205"	25	119757	"CHIEF_INVESTIGATOR"	"1945"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3959	"RFCD380107"	100	"SEO730301"	25	691177	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	0	1	1	4	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3960	"RFCD321013"	100	"SEO730104"	50	63552	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept2558"	"Faculty25"	""	"DurationLT0"	1	1	0	5	0	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3960	""	""	"SEO730211"	50	73087	"PRINCIPAL_SUPERVISOR"	"1955"	"Australia"	""	"Dept2773"	"Faculty25"	"Yes"	"Duration5to10"	0	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3960	""	""	""	""	4222	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2768"	"Faculty25"	""	"Duration10to15"	0	5	13	17	7	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3960	""	""	""	""	74827	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	"English"	"Dept2768"	"Faculty25"	"Yes"	"Duration10to15"	0	1	16	32	12	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3961	""	""	"SEO730108"	30	4992	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2853"	"Faculty25"	"Yes"	"Duration10to15"	0	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3961	"RFCD321015"	100	"SEO730306"	50	78342	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	0	3	2	1	5	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3962	""	""	"SEO730203"	20	78637	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2713"	"Faculty25"	""	"Duration10to15"	0	3	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3962	"RFCD321003"	100	"SEO730106"	75	107862	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2713"	"Faculty25"	""	"Duration0to5"	4	2	1	0	3	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3963	""	""	"SEO780105"	30	89487	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2563"	"Faculty25"	""	"Duration0to5"	1	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3963	"RFCD320702"	100	"SEO730211"	70	79242	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept2768"	"Faculty25"	"Yes"	"DurationGT15"	0	5	1	10	11	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3964	"RFCD270201"	100	"SEO780105"	100	80387	"CHIEF_INVESTIGATOR"	"1945"	"GreatBritain"	""	"Dept3258"	"Faculty31"	""	"DurationUnk"	0	3	3	1	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3964	""	""	""	""	80407	"CHIEF_INVESTIGATOR"	"1940"	"Australia"	""	"Dept3258"	"Faculty31"	""	"Duration0to5"	0	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3965	""	""	""	""	106282	"CHIEF_INVESTIGATOR"	"1965"	"AsiaPacific"	"English"	"Dept2628"	"Faculty25"	"Yes"	"Duration0to5"	1	1	0	0	0	0	0	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
3965	""	""	""	""	7047	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2713"	"Faculty25"	""	"DurationLT0"	0	3	8	4	3	5	0	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
3966	"RFCD320305"	100	"SEO730106"	100	20202	"PRINCIPAL_SUPERVISOR"	"1965"	"SouthAfrica"	""	"Dept2668"	"Faculty25"	"Yes"	"Duration0to5"	0	2	0	0	6	9	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3966	""	""	""	""	106357	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2668"	"Faculty25"	""	"Duration0to5"	1	2	4	7	6	3	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3966	""	""	""	""	78962	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2668"	"Faculty25"	""	"DurationLT0"	2	4	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3967	""	""	"SEO700299"	30	86337	"CHIEF_INVESTIGATOR"	"1955"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3967	""	""	"SEO730307"	30	1757	"CHIEF_INVESTIGATOR"	"1950"	"AsiaPacific"	""	"Dept2923"	"Faculty25"	""	"DurationLT0"	0	6	1	2	10	8	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3967	"RFCD321299"	100	"SEO730199"	40	7747	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2518"	"Faculty25"	"Yes"	"Duration0to5"	0	1	1	3	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3968	""	""	""	""	32857	"DELEGATED_RESEARCHER"	"1955"	"Australia"	""	""	"Faculty25"	"Yes"	"Duration0to5"	0	0	11	21	4	3	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3968	""	""	""	""	110202	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	0	0	0	0	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3968	""	""	"SEO730201"	25	77977	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2523"	"Faculty25"	""	"DurationLT0"	0	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3968	"RFCD321299"	100	"SEO730108"	25	20122	"CHIEF_INVESTIGATOR"	"1965"	"GreatBritain"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	1	5	0	9	4	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3968	""	""	"SEO730307"	50	33167	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2523"	"Faculty25"	""	"DurationLT0"	0	5	9	6	2	4	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3969	"RFCD321015"	100	"SEO730108"	100	407	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2713"	"Faculty25"	""	"Duration10to15"	1	1	6	3	6	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3970	""	""	"SEO730213"	40	63722	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept1258"	"Faculty34"	"Yes"	"DurationGT15"	1	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3970	"RFCD321206"	100	"SEO670401"	60	13682	"CHIEF_INVESTIGATOR"	"1965"	"WesternEurope"	"English"	"Dept1258"	"Faculty34"	"Yes"	"Duration5to10"	1	2	1	15	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3971	"RFCD321015"	100	"SEO730108"	100	16137	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration5to10"	1	9	4	6	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3972	""	""	""	""	70132	"CHIEF_INVESTIGATOR"	"1960"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3972	"RFCD321023"	100	"SEO730108"	100	110177	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	2	1	1	0	3	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3973	"RFCD329903"	100	"SEO670403"	80	35602	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration0to5"	1	2	13	6	6	6	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3973	""	""	"SEO730203"	20	489582	"CHIEF_INVESTIGATOR"	"1975"	"GreatBritain"	""	"Dept3048"	"Faculty31"	"Yes"	"Duration0to5"	2	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3974	"RFCD320799"	100	"SEO730104"	50	40797	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2713"	"Faculty25"	"Yes"	"Duration0to5"	1	2	3	3	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3975	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor59C"	"ContractValueBandF"	"GrantCat10A"
3975	""	""	""	""	80197	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	"English"	"Dept3123"	"Faculty31"	"Yes"	"Duration5to10"	3	1	10	0	6	0	0	"Sponsor59C"	"ContractValueBandF"	"GrantCat10A"
3975	"RFCD260109"	70	"SEO650203"	100	1012	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	"English"	"Dept3123"	"Faculty31"	"Yes"	"Duration5to10"	1	0	10	1	12	0	0	"Sponsor59C"	"ContractValueBandF"	"GrantCat10A"
3975	"RFCD260105"	30	""	""	26502	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	"OtherLang"	"Dept3123"	"Faculty31"	""	"DurationLT0"	0	1	0	0	0	0	0	"Sponsor59C"	"ContractValueBandF"	"GrantCat10A"
3975	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor59C"	"ContractValueBandF"	"GrantCat10A"
3976	"RFCD320702"	100	"SEO670403"	35	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3977	"RFCD321202"	100	"SEO730299"	100	66922	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration10to15"	0	0	4	9	6	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3977	""	""	""	""	33167	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2523"	"Faculty25"	""	"DurationLT0"	0	5	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3977	""	""	""	""	126007	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	"English"	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	0	2	0	1	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3977	""	""	""	""	722802	"CHIEF_INVESTIGATOR"	"1965"	"AsiaPacific"	""	"Dept3098"	"Faculty31"	"Yes"	"Duration0to5"	1	1	0	1	3	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3977	""	""	""	""	431937	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept3098"	"Faculty31"	"Yes"	"Duration0to5"	1	0	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3977	""	""	""	""	115867	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	""	"Faculty25"	"Yes"	"Duration0to5"	1	0	4	6	5	13	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3978	"RFCD320702"	100	"SEO730104"	100	4082	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2678"	"Faculty25"	"Yes"	"Duration10to15"	0	1	0	3	2	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3979	"RFCD321204"	60	"SEO730207"	100	73757	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2923"	"Faculty25"	"Yes"	"Duration5to10"	2	1	3	5	9	3	1	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
3980	"RFCD270105"	100	"SEO730108"	100	38697	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2778"	"Faculty25"	""	"DurationUnk"	2	2	3	4	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3981	"RFCD320899"	100	"SEO730114"	20	8377	"CHIEF_INVESTIGATOR"	"1955"	"GreatBritain"	"English"	"Dept2553"	"Faculty25"	"Yes"	"Duration5to10"	1	0	6	3	2	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3981	""	""	""	""	63782	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2553"	"Faculty25"	"Yes"	"DurationGT15"	4	5	19	15	11	6	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3981	""	""	"SEO730112"	60	7342	"CHIEF_INVESTIGATOR"	"1965"	"GreatBritain"	""	"Dept2553"	"Faculty25"	"Yes"	"Duration5to10"	0	3	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3981	""	""	"SEO730214"	20	74047	"CHIEF_INVESTIGATOR"	"1960"	"GreatBritain"	""	"Dept2553"	"Faculty25"	"Yes"	"Duration10to15"	1	1	2	2	2	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3982	"RFCD321020"	100	"SEO670402"	20	36527	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	3	6	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3983	""	""	"SEO730113"	30	143357	"CHIEF_INVESTIGATOR"	"1965"	"AsiaPacific"	""	"Dept2728"	"Faculty25"	"Yes"	"Duration0to5"	2	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3983	"RFCD321029"	100	"SEO730109"	70	28832	"CHIEF_INVESTIGATOR"	"1950"	""	""	"Dept2728"	"Faculty25"	""	"DurationLT0"	0	0	1	2	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3983	""	""	""	""	67542	"CHIEF_INVESTIGATOR"	"1950"	""	""	""	""	""	"DurationUnk"	0	0	0	3	3	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3983	""	""	""	""	85862	"CHIEF_INVESTIGATOR"	"1950"	"WesternEurope"	""	"Dept2728"	"Faculty25"	""	"Duration0to5"	7	5	0	3	11	3	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3984	""	""	"SEO730201"	50	13697	"CHIEF_INVESTIGATOR"	"1940"	"SouthAfrica"	""	"Dept2768"	"Faculty25"	""	"DurationLT0"	0	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3984	"RFCD321021"	100	"SEO730202"	50	16892	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2768"	"Faculty25"	"Yes"	"Duration5to10"	0	0	0	0	2	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3985	""	""	"SEO730110"	50	78762	"PRINCIPAL_SUPERVISOR"	"1960"	"Australia"	""	"Dept2668"	"Faculty25"	"Yes"	"Duration5to10"	0	1	15	4	7	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3985	""	""	"SEO730102"	25	38697	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2778"	"Faculty25"	""	"DurationUnk"	2	2	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3985	"RFCD320502"	100	"SEO670403"	25	147717	"CHIEF_INVESTIGATOR"	"1965"	"GreatBritain"	""	"Dept2668"	"Faculty25"	"Yes"	"Duration0to5"	0	4	2	1	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3986	""	""	"SEO730207"	30	75142	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2523"	"Faculty25"	""	"DurationUnk"	0	2	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3986	"RFCD321204"	100	"SEO730211"	30	65712	"CHIEF_INVESTIGATOR"	"1950"	"WesternEurope"	""	"Dept2523"	"Faculty25"	""	"DurationGT15"	0	4	0	2	4	8	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
3987	"RFCD270804"	30	"SEO620208"	60	6012	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	"English"	"Dept1038"	"Faculty1"	"Yes"	"Duration10to15"	0	0	0	26	1	26	0	"Sponsor59C"	"ContractValueBandB"	"GrantCat10A"
3988	"RFCD270108"	50	"SEO730101"	50	24017	"PRINCIPAL_SUPERVISOR"	"1970"	"Australia"	""	"Dept2603"	"Faculty25"	"Yes"	"Duration5to10"	2	1	0	0	0	0	1	"Sponsor2B"	"ContractValueBandA"	"GrantCat10A"
3988	"RFCD270103"	50	"SEO670403"	50	74302	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2603"	"Faculty25"	"Yes"	"Duration10to15"	2	1	1	1	4	0	1	"Sponsor2B"	"ContractValueBandA"	"GrantCat10A"
3988	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandA"	"GrantCat10A"
3989	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandB"	"GrantCat10A"
3989	"RFCD270108"	40	"SEO670403"	40	111122	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept3048"	"Faculty31"	"Yes"	"Duration0to5"	2	1	4	5	5	0	1	"Sponsor2B"	"ContractValueBandB"	"GrantCat10A"
3989	"RFCD270301"	30	"SEO670402"	30	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandB"	"GrantCat10A"
3989	"RFCD250302"	30	"SEO670401"	30	3362	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2603"	"Faculty25"	"Yes"	"Duration5to10"	2	1	5	10	5	4	1	"Sponsor2B"	"ContractValueBandB"	"GrantCat10A"
3990	"RFCD270301"	20	"SEO730101"	20	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandA"	"GrantCat10A"
3990	"RFCD270103"	30	"SEO700299"	30	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandA"	"GrantCat10A"
3990	"RFCD270104"	50	"SEO780105"	50	23997	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2628"	"Faculty25"	""	"DurationLT0"	4	1	17	10	5	0	1	"Sponsor2B"	"ContractValueBandA"	"GrantCat10A"
3990	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandA"	"GrantCat10A"
3991	"RFCD270401"	50	""	""	79742	"CHIEF_INVESTIGATOR"	"1950"	"GreatBritain"	""	"Dept3028"	"Faculty31"	""	"DurationLT0"	0	2	0	0	0	0	1	"Sponsor11C"	"ContractValueBandA"	"GrantCat30B"
3991	"RFCD270402"	50	"SEO620399"	100	12282	"PRINCIPAL_SUPERVISOR"	"1965"	""	""	""	""	""	"DurationUnk"	0	0	0	0	1	3	1	"Sponsor11C"	"ContractValueBandA"	"GrantCat30B"
3991	""	""	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor11C"	"ContractValueBandA"	"GrantCat30B"
3992	"RFCD321015"	100	"SEO730201"	10	17342	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2828"	"Faculty25"	"Yes"	"Duration0to5"	1	17	7	17	17	3	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
3993	"RFCD321015"	100	"SEO730306"	50	78342	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	1	4	2	1	5	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
3993	""	""	"SEO730108"	30	4992	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2853"	"Faculty25"	"Yes"	"Duration10to15"	0	0	0	0	0	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
3994	"RFCD321015"	100	"SEO730108"	100	16137	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration5to10"	1	11	4	6	2	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
3995	""	""	""	""	66197	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept1663"	"Faculty13"	""	"DurationGT15"	1	0	0	0	5	3	1	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
3996	"RFCD270501"	70	"SEO770703"	100	54737	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	"English"	"Dept3258"	"Faculty31"	"Yes"	"Duration0to5"	3	1	0	1	1	0	1	"Sponsor54B"	"ContractValueBandA"	"GrantCat20C"
3997	"RFCD270106"	100	"SEO730108"	100	803057	"CHIEF_INVESTIGATOR"	"1970"	""	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	1	1	0	0	0	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
3998	"RFCD321015"	100	"SEO730108"	80	801752	"CHIEF_INVESTIGATOR"	"1965"	""	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	1	1	0	0	0	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
3999	""	""	"SEO730108"	40	497457	"CHIEF_INVESTIGATOR"	"1975"	"AsiaPacific"	""	"Dept2728"	"Faculty25"	"Yes"	"Duration0to5"	1	1	0	0	0	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
3999	""	""	"SEO730105"	20	78827	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2498"	"Faculty25"	"Yes"	"DurationGT15"	1	1	4	13	6	2	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
3999	"RFCD321006"	100	"SEO730113"	40	73942	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2728"	"Faculty25"	"Yes"	"Duration10to15"	2	1	5	16	3	5	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
4000	"RFCD321020"	100	"SEO670402"	20	36527	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	4	6	0	0	0	0	1	"Sponsor32D"	"ContractValueBandB"	"GrantCat30B"
4001	"RFCD270106"	100	"SEO730108"	50	98187	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2653"	"Faculty25"	""	"DurationUnk"	2	1	0	0	0	0	1	"Sponsor32D"	"ContractValueBandB"	"GrantCat30B"
4002	"RFCD320206"	100	"SEO730108"	100	148087	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	1	6	5	1	0	0	1	"Sponsor32D"	"ContractValueBandD"	"GrantCat30B"
4002	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor32D"	"ContractValueBandD"	"GrantCat30B"
4002	""	""	""	""	12892	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration5to10"	1	2	0	0	0	0	1	"Sponsor32D"	"ContractValueBandD"	"GrantCat30B"
4003	""	""	""	""	389577	"CHIEF_INVESTIGATOR"	"1965"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
4003	"RFCD321011"	100	"SEO730107"	70	53237	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2523"	"Faculty25"	""	"DurationUnk"	0	2	0	0	0	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
4003	""	""	"SEO730108"	30	126007	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	"English"	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	0	2	0	0	0	0	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
